w,nu,ampl
2.7113722463640926,0.4315282955710216,0.20181606302237273
17.6239196013666,2.8049339212116404,0.30872862676602403
67.78430615910231,10.78820738927554,0.21540254430716102
72.52920759023948,11.543381906524829,0.23139725890845966
74.56273677501255,11.867028128203094,0.9165057088333591
77.95195208296767,12.406438497666871,0.2084104876153394
139.63567068775077,22.223707221907613,0.2571670581225341
